;; @T(#) @T(#)
;;
 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;
;; ENG Telemetry Template File  -  Data Product Grouping information  -  Part 7 of 8
;;
;; This information is based on attributes associated with the structure of 
;; a FITS data file.
;;
;;
;; 	File id (valid values >= 1, 0 = n/a)
;;	|
;;	|	Group id (valid values >= 1)
;;	|	|
;;	|	|	Orientation  (ROW, COL)
;;	|	|	|
;;	|	|	|	Group type (BINARY, ASCII, IMAGE)
;;	|	|	|	|
;;	|	|	|	|		        Group short name (max 8 characters)
;;	|	|	|	|		        |
;;	|	|	|	|		        |		Descriptive short comment (max 50 characters)
;;	|	|	|	|		        |		|
;;	|	|	|	|		        |		|
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;
;;
;;
;; GENERATE_EDE_TEMPLATES version 2.35 (June 3, 1999)
;; PREPROCESS_1949_DATABASE version 2.3 (June 3, 1999)
;;
;;
;;
;;ACIS engineering telemetry - group definitions
;;
;;
	30102	102	COL	BINTABLE	AXAF_ACIS	"ACIS2ENG engineering telemetry "
	30103	103	COL	BINTABLE	AXAF_ACIS	"ACIS3ENG engineering telemetry "
	30104	104	COL	BINTABLE	AXAF_ACIS	"ACIS4ENG engineering telemetry "
;;
;;
;;MISC engineering telemetry - group definitions
;;
;;
	30201	201	COL	BINTABLE	AXAF_MISC	"MISC1ENG engineering telemetry "
	30202	202	COL	BINTABLE	AXAF_MISC	"MISC2ENG engineering telemetry "
	30203	203	COL	BINTABLE	AXAF_MISC	"MISC3ENG engineering telemetry "
	30204	204	COL	BINTABLE	AXAF_MISC	"MISC4ENG engineering telemetry "
	30205	205	COL	BINTABLE	AXAF_MISC	"MISC5ENG engineering telemetry "
	30206	206	COL	BINTABLE	AXAF_MISC	"MISC6ENG engineering telemetry "
	30207	207	COL	BINTABLE	AXAF_MISC	"MISC7ENG engineering telemetry "
	30208	208	COL	BINTABLE	AXAF_MISC	"MISC8ENG engineering telemetry "
;;
;;
;;CCDM engineering telemetry - group definitions
;;
;;
	30301	301	COL	BINTABLE	AXAF_CCDM	"CCDM1ENG engineering telemetry "
	30302	302	COL	BINTABLE	AXAF_CCDM	"CCDM2ENG engineering telemetry "
	30303	303	COL	BINTABLE	AXAF_CCDM	"CCDM3ENG engineering telemetry "
	30304	304	COL	BINTABLE	AXAF_CCDM	"CCDM4ENG engineering telemetry "
	30305	305	COL	BINTABLE	AXAF_CCDM	"CCDM5ENG engineering telemetry "
	30307	307	COL	BINTABLE	AXAF_CCDM	"CCDM7ENG engineering telemetry "
	30308	308	COL	BINTABLE	AXAF_CCDM	"CCDM8ENG engineering telemetry "
	30309	309	COL	BINTABLE	AXAF_CCDM	"CCDM9ENG engineering telemetry "
	30310	310	COL	BINTABLE	AXAF_CCDM	"CCDM10ENG engineering telemetry "
	30311	311	COL	BINTABLE	AXAF_CCDM	"CCDM11ENG engineering telemetry "
	30312	312	COL	BINTABLE	AXAF_CCDM	"CCDM12ENG engineering telemetry "
	30313	313	COL	BINTABLE	AXAF_CCDM	"CCDM13ENG engineering telemetry "
;;
;;
;;CPE engineering telemetry - group definitions
;;
;;
;;
;;
;;EPHIN engineering telemetry - group definitions
;;
;;
	30501	501	COL	BINTABLE	AXAF_EPHIN	"EPHIN1ENG engineering telemetry "
	30502	502	COL	BINTABLE	AXAF_EPHIN	"EPHIN2ENG engineering telemetry "
;;
;;
;;EPS engineering telemetry - group definitions
;;
;;
	30601	601	COL	BINTABLE	AXAF_EPS	"EPS1ENG engineering telemetry "
	30602	602	COL	BINTABLE	AXAF_EPS	"EPS2ENG engineering telemetry "
	30603	603	COL	BINTABLE	AXAF_EPS	"EPS3ENG engineering telemetry "
